"crops","nitrogen","phosphorus","potassium","ph","temperature","annual_rainfall","season","soil_type"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",100,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",100,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",100,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",100,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",100,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",300,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",300,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",300,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",300,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",300,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",300,"kharif","sandy"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",100,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",100,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",100,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",100,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",100,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",100,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",300,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",300,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",300,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",300,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",300,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",300,"kharif","alluvial"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",100,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",100,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",100,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",100,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",100,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",100,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",5,"20 - 25",300,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",8,"20 - 25",300,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",5,"25 - 30",300,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",8,"25 - 30",300,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",5,"30 - 35",300,"kharif","clay"
"Coconut","10 - 30","5 - 15","20 - 40",8,"30 - 35",300,"kharif","clay"
"Almond Nut","60 - 80","10 - 30","10 - 30",5.8,"25 - 30",30,"rabi","sandy"
"Almond Nut","60 - 80","10 - 30","10 - 30",7,"25 - 30",30,"rabi","sandy"
"Almond Nut","60 - 80","10 - 30","10 - 30",5.8,"25 - 30",90,"rabi","sandy"
"Almond Nut","60 - 80","10 - 30","10 - 30",7,"25 - 30",90,"rabi","sandy"
"Almond Nut","60 - 80","10 - 30","10 - 30",5.8,"25 - 30",30,"rabi","loamy"
"Almond Nut","60 - 80","10 - 30","10 - 30",7,"25 - 30",30,"rabi","loamy"
"Almond Nut","60 - 80","10 - 30","10 - 30",5.8,"25 - 30",90,"rabi","loamy"
"Almond Nut","60 - 80","10 - 30","10 - 30",7,"25 - 30",90,"rabi","loamy"
"Almond Nut","60 - 80","10 - 30","10 - 30",5.8,"25 - 30",30,"rabi","clay"
"Almond Nut","60 - 80","10 - 30","10 - 30",7,"25 - 30",30,"rabi","clay"
"Almond Nut","60 - 80","10 - 30","10 - 30",5.8,"25 - 30",90,"rabi","clay"
"Almond Nut","60 - 80","10 - 30","10 - 30",7,"25 - 30",90,"rabi","clay"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"25 - 30",75,"rabi","laterite"
"arecanut","90 - 110","30 - 50","130 - 150",7,"25 - 30",75,"rabi","laterite"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"30 - 35",75,"rabi","laterite"
"arecanut","90 - 110","30 - 50","130 - 150",7,"30 - 35",75,"rabi","laterite"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"25 - 30",450,"rabi","laterite"
"arecanut","90 - 110","30 - 50","130 - 150",7,"25 - 30",450,"rabi","laterite"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"30 - 35",450,"rabi","laterite"
"arecanut","90 - 110","30 - 50","130 - 150",7,"30 - 35",450,"rabi","laterite"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"25 - 30",75,"rabi","red loam"
"arecanut","90 - 110","30 - 50","130 - 150",7,"25 - 30",75,"rabi","red loam"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"30 - 35",75,"rabi","red loam"
"arecanut","90 - 110","30 - 50","130 - 150",7,"30 - 35",75,"rabi","red loam"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"25 - 30",450,"rabi","red loam"
"arecanut","90 - 110","30 - 50","130 - 150",7,"25 - 30",450,"rabi","red loam"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"30 - 35",450,"rabi","red loam"
"arecanut","90 - 110","30 - 50","130 - 150",7,"30 - 35",450,"rabi","red loam"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"25 - 30",75,"rabi","alluvial"
"arecanut","90 - 110","30 - 50","130 - 150",7,"25 - 30",75,"rabi","alluvial"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"30 - 35",75,"rabi","alluvial"
"arecanut","90 - 110","30 - 50","130 - 150",7,"30 - 35",75,"rabi","alluvial"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"25 - 30",450,"rabi","alluvial"
"arecanut","90 - 110","30 - 50","130 - 150",7,"25 - 30",450,"rabi","alluvial"
"arecanut","90 - 110","30 - 50","130 - 150",5.2,"30 - 35",450,"rabi","alluvial"
"arecanut","90 - 110","30 - 50","130 - 150",7,"30 - 35",450,"rabi","alluvial"
"Pistachio Nut","80 - 100","10 - 30","10 - 30",7.1,"35 - 40",30,"kharif","sandy loam"
"Pistachio Nut","80 - 100","10 - 30","10 - 30",7.8,"35 - 40",30,"kharif","sandy loam"
"Pistachio Nut","80 - 100","10 - 30","10 - 30",7.1,"35 - 40",45,"kharif","sandy loam"
"Pistachio Nut","80 - 100","10 - 30","10 - 30",7.8,"35 - 40",45,"kharif","sandy loam"
"Lemongrass","15 - 35","30 - 50","30 - 50",6,"15 - 20",70,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",7.8,"15 - 20",70,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",6,"20 - 25",70,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",7.8,"20 - 25",70,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",6,"25 - 30",70,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",7.8,"25 - 30",70,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",6,"15 - 20",300,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",7.8,"15 - 20",300,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",6,"20 - 25",300,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",7.8,"20 - 25",300,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",6,"25 - 30",300,"rabi","clay"
"Lemongrass","15 - 35","30 - 50","30 - 50",7.8,"25 - 30",300,"rabi","clay"
"Cotton","110 - 130","30 - 50","10 - 30",5.8,"15 - 20",60,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",8,"15 - 20",60,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",5.8,"20 - 25",60,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",8,"20 - 25",60,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",5.8,"25 - 30",60,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",8,"25 - 30",60,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",5.8,"15 - 20",100,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",8,"15 - 20",100,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",5.8,"20 - 25",100,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",8,"20 - 25",100,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",5.8,"25 - 30",100,"kharif","sandy loam"
"Cotton","110 - 130","30 - 50","10 - 30",8,"25 - 30",100,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"25 - 30",150,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"25 - 30",150,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"30 - 35",150,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"30 - 35",150,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"35 - 40",150,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"35 - 40",150,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"25 - 30",200,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"25 - 30",200,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"30 - 35",200,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"30 - 35",200,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"35 - 40",200,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"35 - 40",200,"kharif","alluvial"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"25 - 30",150,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"25 - 30",150,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"30 - 35",150,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"30 - 35",150,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"35 - 40",150,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"35 - 40",150,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"25 - 30",200,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"25 - 30",200,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"30 - 35",200,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"30 - 35",200,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"35 - 40",200,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"35 - 40",200,"kharif","sandy loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"25 - 30",150,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"25 - 30",150,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"30 - 35",150,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"30 - 35",150,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"35 - 40",150,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"35 - 40",150,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"25 - 30",200,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"25 - 30",200,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"30 - 35",200,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"30 - 35",200,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",4.8,"35 - 40",200,"kharif","clay loam"
"Jute","70 - 90","30 - 50","30 - 50",8.5,"35 - 40",200,"kharif","clay loam"
"Coffee","90 - 110","10 - 30","20 - 40",4,"15 - 20",100,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",7,"15 - 20",100,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",4,"20 - 25",100,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",7,"20 - 25",100,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",4,"25 - 30",100,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",7,"25 - 30",100,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",4,"15 - 20",200,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",7,"15 - 20",200,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",4,"20 - 25",200,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",7,"20 - 25",200,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",4,"25 - 30",200,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",7,"25 - 30",200,"rabi","sandy"
"Coffee","90 - 110","10 - 30","20 - 40",4,"15 - 20",100,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",7,"15 - 20",100,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",4,"20 - 25",100,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",7,"20 - 25",100,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",4,"25 - 30",100,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",7,"25 - 30",100,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",4,"15 - 20",200,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",7,"15 - 20",200,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",4,"20 - 25",200,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",7,"20 - 25",200,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",4,"25 - 30",200,"rabi","sandy loam"
"Coffee","90 - 110","10 - 30","20 - 40",7,"25 - 30",200,"rabi","sandy loam"
"Sugarcane","160 - 122","40 - 60","0 - 10",5,"30 - 35",100,"kharif","loam"
"Sugarcane","160 - 122","40 - 60","0 - 10",8.5,"30 - 35",100,"kharif","loam"
"Sugarcane","160 - 122","40 - 60","0 - 10",5,"35 - 40",100,"kharif","loam"
"Sugarcane","160 - 122","40 - 60","0 - 10",8.5,"35 - 40",100,"kharif","loam"
"Sugarcane","160 - 122","40 - 60","0 - 10",5,"30 - 35",175,"kharif","loam"
"Sugarcane","160 - 122","40 - 60","0 - 10",8.5,"30 - 35",175,"kharif","loam"
"Sugarcane","160 - 122","40 - 60","0 - 10",5,"35 - 40",175,"kharif","loam"
"Sugarcane","160 - 122","40 - 60","0 - 10",8.5,"35 - 40",175,"kharif","loam"
"Sunflower","40 - 60","50 - 70","20 - 40",6.5,"20 - 25",50,"rabi","sandy"
"Sunflower","40 - 60","50 - 70","20 - 40",8,"20 - 25",50,"rabi","sandy"
"Sunflower","40 - 60","50 - 70","20 - 40",6.5,"20 - 25",100,"rabi","sandy"
"Sunflower","40 - 60","50 - 70","20 - 40",8,"20 - 25",100,"rabi","sandy"
"Sunflower","40 - 60","50 - 70","20 - 40",6.5,"20 - 25",50,"rabi","clay"
"Sunflower","40 - 60","50 - 70","20 - 40",8,"20 - 25",50,"rabi","clay"
"Sunflower","40 - 60","50 - 70","20 - 40",6.5,"20 - 25",100,"rabi","clay"
"Sunflower","40 - 60","50 - 70","20 - 40",8,"20 - 25",100,"rabi","clay"
